Codigo,Producto,Precio Costo,Precio,Precio Mayoreo,Inventario,Inv. Minimo,Departamento
7501060000000,Carlos V,$3.50,$5.00,$5.00,47,0,Tienda
7501060000000,Carlos V Blanco,$1.00,$1.50,$0.00,17,0,- Sin Departamento -
7501060000000,Carlos V Stick,$0.00,$2.00,$0.00,23,0,Dulces
7501020000000,Catsup La Coste�a400g,$0.00,$12.00,$12.00,25,0,Tienda
 CEBOLLA,Cebolla,$12.00,$12.00,$0.00,0,0,Tienda
757528000000,Cemillas 28g,$0.00,$10.00,$0.00,2,0,Barcel
7501050000000,Centenario Plata 700ml,$145.00,$190.00,$190.00,0,0,Tienda
99176316831,Cepillo Colgate,$8.00,$12.00,$0.00,0,0,Farmacia
6910020000000,Cepillo Dental Colgate,$8.00,$13.00,$0.00,4,0,Tienda
7506190000000,Cera Ego,$15.00,$18.00,$0.00,1,0,Tienda
7506190000000,Cera Ego Verde},$0.00,$15.00,$0.00,1,0,Tienda
75025168,Cerillo Flama Ch,$2.00,$2.50,$0.00,44,0,Tienda
89826001415,CervTecate 16 Hz,$0.00,$16.00,$0.00,16,0,- Sin Departamento -
7501060000000,Cerveza Bote Modelo,$13.00,$15.50,$0.00,4,0,Corona
7501060000000,Cerveza Corona Media,$0.00,$12.00,$0.00,1,0,Tienda
7501060000000,Cerveza Corona Mega,$0.00,$36.00,$0.00,14,0,vino
75027285,Cerveza Negra Modelo,$0.00,$12.00,$0.00,4,0,Tienda
7501060000000,Cerveza Victoria Meg,$0.00,$34.00,$0.00,1,0,Tienda
7502210000000,Charola Termica Reym,$6.00,$8.00,$8.00,10,0,Tienda
7500480000000,Cheetos Bigochos,$0.00,$8.00,$0.00,1,0,Sabritas
7501010000000,Cheetos Flamin Hot,$5.00,$7.00,$0.00,13,0,Sabritas
7501010000000,Cheetos Flamin Hot 27g,$0.00,$6.00,$0.00,4,0,Tienda
7501010000000,Cheetos Poffs Chicos,$4.00,$5.00,$0.00,2,0,Tienda
7501390000000,Chetos,$6.50,$8.00,$0.00,1,0,Cariocas
7501010000000,Chetos Bolitas,$0.00,$7.00,$0.00,6,0,Sabritas
7501010000000,Chetos Bolitas Chicos,$4.00,$5.00,$0.00,1,0,Tienda
7501010000000,Chetos Colmillos,$0.00,$6.00,$0.00,0,0,Sabritas
7501010000000,Chetos Colmillos,$0.00,$7.00,$0.00,4,0,Tienda
7501010000000,Chetos Colmillos Chicos,$4.00,$5.00,$0.00,4,0,Tienda
7501010000000,Chetos Nacho,$0.00,$7.00,$0.00,8,0,Sabritas
7501010000000,Chetos Nachos,$0.00,$7.00,$0.00,0,0,Sabritas
7501010000000,Chetos Poffs,$0.00,$7.00,$0.00,4,0,Sabritas
7501010000000,Chetos Shoot,$0.00,$4.00,$0.00,0,0,Sabritas
7501010000000,Chetos Toings,$0.00,$6.00,$0.00,0,0,Sabritas
7501010000000,Chetos Torciditos,$5.00,$7.00,$0.00,35,0,Sabritas
7501010000000,Chetos Torciditos 150g,$15.00,$22.00,$0.00,2,0,Tienda
7501010000000,Chetos Torciditos Chicos,$5.00,$6.00,$0.00,2,0,Tienda
7501010000000,Chetos Torciditos Chicos,$5.00,$6.00,$0.00,9,0,Tienda
7501010000000,Chetos Torciditoss,$0.00,$7.00,$0.00,13,0,Sabritas
7501010000000,Chetos flamin,$0.00,$7.00,$0.00,8,0,Sabritas
7501020000000,Chicharo La Costea 220g,$5.00,$6.50,$0.00,4,0,Tienda
 CHICHARRON,Chicharron,$17.00,$25.00,$0.00,0,0,Tienda
7501390000000,Chicharron  Riki Cuadros,$6.50,$8.00,$0.00,6,0,Cariocas
7501390000000,Chicharron Aztek 45g,$6.50,$8.00,$0.00,2,0,Cariocas
7501390000000,Chicharron Gotitas,$6.50,$8.00,$0.00,2,0,Cariocas
7501010000000,Chicharron Sabritas Chico,$7.00,$9.00,$0.00,1,0,Sabritas
75045616,Chicle,$1.00,$1.50,$0.00,23,0,Dulces
7501060000000,Chicle Tri8dent Xtra Care,$0.00,$7.00,$0.00,5,0,Tienda
75022952,Chicles Canels 4s,$0.00,$0.50,$0.00,30,0,Dulces
75022990,Chiclests Canels Verde,$0.00,$0.50,$0.00,30,0,Dulces
 CHILE ANCHO,Chile Ancho,$120.00,$156.00,$0.00,3.9,0,Tienda
314,Chile Ancho 1k,$0.00,$100.00,$0.00,0,0,Tienda
338,Chile Ancho 250g,$0.00,$25.00,$0.00,0,0,Tienda
321,Chile Ancho 500g,$0.00,$50.00,$0.00,0,0,Tienda
7501020000000,Chile Chipotle 220g,$14.00,$16.00,$14.50,22,0,Tienda
 CHILE DE ARBOL,Chile De Arbol,$78.00,$105.00,$0.00,0,0,Tienda
277,Chile De Arbol 250g,$0.00,$30.00,$0.00,0,0,Tienda
260,Chile De Arbol 500g,$0.00,$50.00,$0.00,0,0,Tienda
253,Chile De Arbol Ik,$0.00,$100.00,$0.00,0,0,Tienda
291,Chile Guajillo,$0.00,$50.00,$0.00,0,0,Tienda
 CHILE GUAJILLO,Chile Guajillo,$69.50,$104.00,$104.00,0,0,Tienda
284,Chile Guajillo 1k,$0.00,$100.00,$0.00,0,0,Tienda
307,Chile Guajillo 250g,$0.00,$25.00,$0.00,0,0,Tienda
246,Chile Pasilla,$0.00,$30.00,$0.00,0,0,Tienda
 CHILE PASILLA,Chile Pasilla,$70.00,$105.00,$0.00,0,0,Tienda
239,Chile Pasilla 500g,$0.00,$60.00,$0.00,0,0,Tienda
222,Chile Pasilla Ik,$0.00,$120.00,$0.00,0,0,Tienda
369,Chile Verde,$0.00,$7.50,$0.00,0,0,Verdura
 CHILE VERDE,Chile Verde,$21.00,$27.00,$0.00,0,0,Tienda
352,Chile Verde 500g,$0.00,$13.00,$0.00,0,0,Verdura
345,Chile Verde Ik,$0.00,$26.00,$0.00,0,0,Verdura
7501020000000,Chiles Largos,$14.00,$17.00,$17.00,2,0,Tienda
7501060000000,Chinola Nugget Blanco 60m,$0.00,$10.50,$0.00,6,0,Tienda
7501060000000,Chinola Nugget Cafe 60ml,$0.00,$10.50,$0.00,11,0,Tienda
7501060000000,Chinola Nugget Negra,$7.00,$10.00,$10.00,23,0,Tienda
7501020000000,Chipotle San Marcos,$5.00,$7.00,$7.00,4,0,Tienda
7501000000000,Chipotles,$5.00,$10.00,$0.00,5,0,Barcel
7501020000000,Chipotles,$0.00,$14.00,$0.00,10,0,Tienda
7501020000000,Chipotles Adobados 105g,$7.00,$8.00,$8.00,35,0,Tienda
7501020000000,Chipotles San Marcos,$13.00,$15.50,$15.50,14,0,Tienda
7501000000000,Chips  Jalapeo 170g,$0.00,$30.00,$0.00,0,0,Barcel
757528000000,Chips 170gr,$0.00,$30.00,$0.00,1,0,Barcel
7501000000000,Chips Adobadas,$7.00,$12.00,$0.00,4,0,Barcel
757528000000,Chips Adobadas 50g,$0.00,$12.00,$0.00,2,0,Barcel
7506310000000,Chips Ahoy,$0.00,$34.50,$0.00,0,0,Holanda
757528000000,Chips Ala Diabla 50g,$0.00,$12.00,$0.00,1,0,Barcel
7501000000000,Chips CSal 170g,$0.00,$34.00,$0.00,1,0,Barcel
757528000000,Chips Chipotle Limon 46g,$0.00,$10.00,$0.00,3,0,- Sin Departamento -
757528000000,Chips Fuego,$7.00,$10.00,$0.00,7,0,Barcel
757528000000,Chips Fuego,$8.00,$12.00,$0.00,7,0,Barcel
757528000000,Chips Fuego 50g,$0.00,$12.00,$0.00,2,0,Barcel
7501000000000,Chips Jalapeo,$7.00,$10.00,$0.00,8,0,Barcel
757528000000,Chips Jalape�o,$0.00,$12.00,$0.00,11,0,- Sin Departamento -
757528000000,Chips Jalape�o,$0.00,$12.00,$0.00,3,0,Barcel
757528000000,Chips Limon,$0.00,$10.00,$0.00,2,0,Barcel
757528000000,Chips Limon 100g,$0.00,$20.00,$0.00,0,0,Barcel
7501000000000,Chips Sal,$7.00,$10.00,$0.00,3,0,Barcel
757528000000,Chips Sal,$0.00,$12.00,$0.00,3,0,Barcel
757528000000,Chips Sal 50g,$0.00,$12.00,$0.00,6,0,Barcel
7501030000000,Choco Chispas,$13.00,$17.00,$0.00,0,0,Marinela
7501000000000,Choco Chokis 84g,$0.00,$12.00,$0.00,2,0,Gamesa
7501010000000,Choco Crispis 500g,$0.00,$45.00,$0.00,0,0,Tienda
7501030000000,Choco Donas 66g,$0.00,$6.00,$0.00,0,0,Bimbo
7501070000000,Choco Gronchi 30g,$0.00,$3.50,$0.00,0,0,Tienda
7506210000000,Choco Milk 400g,$35.50,$42.50,$0.00,1,0,Tienda
75002275,Choco Roles 67g,$7.50,$12.00,$0.00,3,0,Marinela
7501030000000,Choco Roles Moras Salvajes 80g,$0.00,$12.00,$0.00,0,0,Marinela
75018047,Choco mazapan,$2.00,$3.00,$0.00,45,0,Dulces
7501030000000,Chocochispas 170g,$9.50,$12.00,$0.00,2,0,Marinela
7501030000000,Chocochispas 80g,$5.50,$7.00,$0.00,4,0,Marinela
7501000000000,Chocolate Abue 90gRedond,$7.50,$12.00,$0.00,17,0,Nestle
25046150137,Chocolate Bocadin,$0.00,$1.50,$0.00,17,0,Dulces
7501060000000,Chocolate Larin De Nuez,$5.00,$8.00,$0.00,9,0,- Sin Departamento -
7501060000000,Chocolate Morelia,$0.00,$10.00,$0.00,2,0,Tienda
7501060000000,Chocolate Morelia 175g,$0.00,$10.00,$0.00,14,0,Tienda
 CHOCOLATE TEENS,Chocolates Teens,$0.00,$2.50,$0.00,38,0,Tienda
7506210000000,Chocomilk Sobresito,$0.00,$4.00,$0.00,71,0,Tienda
7501000000000,Chokis 63gms,$6.00,$10.00,$0.00,1,0,Gamesa
7500480000000,Chokis Black,$0.00,$12.00,$0.00,0,0,Gamesa
7501000000000,Chokis Brawni,$0.00,$9.00,$0.00,3,0,Tienda
7501000000000,Chokis Chokomax,$0.00,$12.00,$0.00,2,0,Gamesa
7501000000000,Chokis Paketon,$0.00,$19.00,$0.00,1,0,Gamesa
7500480000000,Chokis Tuvo 157g,$19.00,$23.00,$0.00,1,0,Gamesa
7501000000000,Chokis Volcan,$0.00,$9.00,$0.00,0,0,Gamesa
7501010000000,Churruais Flama,$0.00,$7.00,$0.00,4,0,Sabritas
7501010000000,Churrumais Chicos,$4.00,$7.00,$0.00,4,0,Sabritas
7501060000000,Ciel,$0.00,$4.00,$0.00,5,0,Refresco
7501060000000,Ciel 10l,$20.00,$23.00,$0.00,0,0,Refresco
7501060000000,Ciel 1l,$7.00,$9.00,$0.00,48,0,Agua
75001322,Cig Marlboro Rojos,$44.00,$48.00,$0.00,7,0,Tienda
75022907,CigDelicCFiltro C14 P,$32.00,$35.00,$0.00,5,0,Tienda
 CIGARRO,Cigarro,$0.00,$4.00,$0.00,0,0,Tienda
 CIGARROS,Cigarros,$0.00,$3.50,$0.00,0,0,Tienda
8308315,Cigarros Camel,$42.00,$48.00,$0.00,5,0,Tienda
75000608,Cloralex 500ml,$5.00,$6.00,$6.00,15,0,Detergentes
75000615,Cloralex 950ml,$7.00,$10.00,$10.00,1,0,Detergentes
7501030000000,Cloralex Poder Vinagre 1 L,$17.50,$23.00,$0.00,15,0,Detergentes
75019907,Clorets 2s Yerbabuen,$0.00,$2.00,$0.00,0,0,- Sin Departamento -
75051884,Clorets 4,$0.00,$2.00,$0.00,22,0,Dulces
7501030000000,Cloro 1 L,$7.50,$10.00,$0.00,13,0,Detergentes
7501070000000,Clorox 460ml,$4.00,$6.00,$5.50,5,0,Detergentes
7501070000000,Clorox 930ml,$7.50,$10.00,$10.00,19,0,Detergentes
7501070000000,Clorox Desengrasante,$10.00,$13.00,$13.00,13,0,Detergentes
7501070000000,Clorox Pastilla,$38.00,$45.50,$44.00,0,0,Tienda
7501070000000,Clorox Ropa Color 930ml,$15.00,$18.00,$0.00,12,0,Detergentes
7501060000000,Coca Cola 2.5 Lt,$22.00,$23.00,$0.00,11,0,Refresco
7501060000000,Coca Cola 235ml,$0.00,$6.50,$0.00,0,0,Refresco
7501060000000,Coca Cola 250 Ml,$0.00,$6.00,$0.00,8,0,Refresco
7501060000000,Coca Cola 355 Ml,$0.00,$8.00,$0.00,4,0,Refresco
7501060000000,Coca Cola 3L Desechable,$25.00,$33.00,$0.00,0,0,Refresco
7501060000000,Coca Cola 3l Retornable,$0.00,$26.00,$0.00,12,0,Refresco
7501060000000,Coca Cola De 1lt,$13.00,$15.00,$0.00,21,0,Refresco
75009809,Coca Cola De 500Ml,$0.00,$10.00,$0.00,0,0,Refresco
7501060000000,Coca Cola Lata,$0.00,$11.00,$0.00,0,0,- Sin Departamento -
7501060000000,Coca Cola Vidrio 12,$11.00,$15.00,$0.00,6,0,Refresco
7501060000000,Coca Ret 25 Litros,$18.00,$22.00,$0.00,9,0,Refresco
7501060000000,Coca Sin Azucar 355ml,$0.00,$8.00,$0.00,3,0,Refresco
75034917,Coca-Cola 200ml,$3.00,$4.00,$0.00,17,0,Refresco
7501060000000,Coca-Cola 300ml,$4.50,$5.00,$0.00,8,0,Refresco
75004699,CocaCola 1/2 Litro Ret,$7.00,$8.00,$0.00,12,0,Refresco
75007614,CocaCola 600 ml,$9.00,$12.00,$0.00,35,0,Refresco
7501060000000,Cocacola 1.75l,$16.00,$19.00,$0.00,11,0,cocacola
735257000000,Coco,$7.50,$10.00,$0.00,1,0,Tienda
7501060000000,Coffe Mate 160,$21.00,$25.00,$0.00,1,0,Tienda
7501060000000,Coffe Mate 34g,$4.00,$6.00,$0.00,12,0,Tienda
7501060000000,Coffe Mate 400g,$38.00,$45.00,$0.00,2,0,Tienda
7501060000000,Coffee Mate 311g,$33.00,$39.50,$38.00,2,0,Tienda
7501060000000,Coffee-Mate 170gms,$19.00,$25.00,$0.00,1,0,- Sin Departamento -
7501000000000,Colchones Bimbo 130g,$8.00,$10.00,$0.00,2,0,Bimbo
7509550000000,Colgate Smiles 75ml,$13.00,$16.00,$0.00,2,0,Tienda
 COLGATE EX BLANCURA,Colgate triple accion 50ml,$0.00,$10.00,$0.00,6,0,Tienda
7503010000000,Colosseo,$0.00,$100.00,$0.00,0,0,Tienda
7501000000000,Conchas Bimbo Chocol,$11.50,$12.00,$0.00,1,0,Bimbo
7501010000000,Consome 100gms,$15.00,$19.00,$17.00,5,0,Tienda
7501070000000,Contac Ultra Sobre C,$0.00,$6.00,$0.00,0,0,Tienda
7501010000000,Corn Flakes 560g,$34.00,$44.00,$44.00,5,0,Tienda
7501060000000,Corn Flakes 620g,$0.00,$35.00,$0.00,0,0,- Sin Departamento -
7506310000000,Corneto,$0.00,$20.00,$0.00,15,0,Holanda
7501130000000,Corneto Chocollage,$0.00,$20.00,$0.00,6,0,Holanda
7501130000000,Corneto Vaso,$0.00,$20.00,$0.00,0,0,Holanda
7501060000000,Corona Lata,$14.00,$16.50,$0.00,0,0,vino
7501060000000,Corona Light,$0.00,$13.00,$0.00,15,0,Corona
7501000000000,Crakets 95g,$5.00,$9.00,$0.00,7,0,Gamesa
719886000000,Crayon Fresa 32g,$3.00,$4.00,$0.00,9,0,Dulces
7501060000000,Crema Alpra 450g,$0.00,$21.00,$0.00,1,0,Alpura
7501060000000,Crema Alpura,$0.00,$21.00,$0.00,0,0,lacteos y embutidos
7501060000000,Crema Alpura 200ml,$9.00,$11.50,$11.00,7,0,Alpura
7501060000000,Crema Alpura 450g,$0.00,$25.50,$0.00,8,0,- Sin Departamento -
7501060000000,Crema Alpura 450ml,$0.00,$25.50,$0.00,7,0,Alpura
7501060000000,Crema Alpura Deslactosada,$0.00,$20.00,$0.00,1,0,Tienda
7501020000000,Crema Conchs Nacar,$30.00,$39.00,$0.00,1,0,Tienda
7509550000000,Crema Dental 75mlColgate,$16.00,$20.00,$0.00,8,0,Tienda
7509550000000,Crema Dental Triple A75m,$10.00,$15.00,$0.00,7,0,Tienda
75018795,Crema Hinds,$8.50,$11.00,$0.00,1,0,Farmacia
75010690,Crema Hinds,$8.50,$11.00,$0.00,2,0,Farmacia
75010416,Crema Hinds Inspiracion,$8.50,$11.00,$0.00,0,0,Farmacia
7501060000000,Crema Ponds S 50g,$0.00,$26.00,$0.00,1,0,Tienda
7501000000000,Cremas De Nieve 185g,$0.00,$18.00,$0.00,2,0,Tienda
7501000000000,Cremas de Nieve 185g,$0.00,$17.00,$0.00,1,0,Tienda
7501000000000,Cremas de Nieve 185g,$0.00,$18.00,$0.00,1,0,Tienda
7501000000000,Cremax De Nieve Chocolate,$0.00,$10.00,$0.00,1,0,Gamesa
7501000000000,Cremax De Nieve Fresa,$0.00,$10.00,$0.00,4,0,Gamesa
7501000000000,Cremax De Nieve Vainilla,$0.00,$10.00,$0.00,1,0,Tienda
7500480000000,Cremax Grend. 171g,$19.00,$23.00,$0.00,1,0,Gamesa
75024635,Cremino,$0.00,$2.00,$0.00,24,0,Tienda
 CROKETAS,Croketas,$0.00,$17.00,$0.00,11.07,0,Tienda
7501010000000,Crujitos,$0.00,$8.00,$0.00,4,0,Sabritas
7501010000000,Crujitos,$6.00,$7.00,$0.00,13,0,Sabritas
752216000000,Cuchara,$5.00,$6.00,$0.00,0,0,Tienda
7501430000000,Cuchara Grande,$0.00,$8.00,$0.00,0,0,Tienda
752216000000,Cuchara Sopera,$7.00,$8.50,$8.00,19,0,Tienda
7507430000000,Cuchara Sopera 25 Pz,$0.00,$7.00,$0.00,50,0,Tienda
759687000000,Cupido Luminoso Vero,$0.00,$2.00,$0.00,5,0,Tienda
7501030000000,DANUP FRESA,$0.00,$7.50,$0.00,9,0,- Sin Departamento -
7501030000000,DANUP Q-KIS,$0.00,$7.50,$0.00,5,0,- Sin Departamento -
75042813,Danette Cajeta,$0.00,$4.00,$0.00,0,0,Danone
75030896,Danette Chocolate 100g,$0.00,$5.00,$0.00,0,0,Danone
75036393,Danette Fresa 100g,$0.00,$5.00,$0.00,0,0,Danone
75036409,Danette Vainilla 100g,$0.00,$5.00,$0.00,1,0,Danone
7501030000000,Danone,$0.00,$3.50,$0.00,1,0,Danone
7501030000000,Danone Bick Pack,$0.00,$7.50,$0.00,2,0,Danone
7501030000000,Danone Bick Zucaritas,$0.00,$7.50,$0.00,2,0,Danone
7501030000000,Danone Durazno,$5.00,$7.00,$0.00,4,0,Danone
7501030000000,Danone Durazno,$0.00,$7.50,$0.00,4,0,Danone
7501030000000,Danone Durazno 220g,$7.00,$8.50,$0.00,4,0,Danone
7501030000000,Danone Fresa,$0.00,$7.50,$0.00,1,0,Danone
7501030000000,Danone Freza 220g,$7.00,$8.50,$0.00,2,0,Danone
7501030000000,Danone Manzana,$0.00,$6.00,$0.00,1,0,Tienda
7501030000000,Danone Manzana,$0.00,$7.50,$0.00,4,0,Danone
7501030000000,Danone Manzana 220g,$7.00,$8.50,$0.00,3,0,Danone
7501030000000,Danone Mix ,$0.00,$7.50,$0.00,5,0,Danone
7501030000000,Danonino 45g Fresa,$0.00,$3.50,$0.00,0,0,Danone
75020613,Danonino Batible Fre,$2.50,$3.00,$0.00,4,0,Danone
7501030000000,Danonino Batido,$4.00,$5.00,$0.00,7,0,Danone
7501030000000,Danonino De 170G,$4.50,$6.00,$0.00,0,0,Danone
7501030000000,Danonino De Fresa,$0.00,$3.50,$0.00,4,0,Danone
7501030000000,Danonino Freza 168g,$3.00,$4.00,$0.00,6,0,- Sin Departamento -
7501030000000,Danonino Freza336g,$5.00,$6.00,$0.00,4,0,Danone
7501030000000,Danonino Grande,$0.00,$5.50,$0.00,0,0,Danone
7501030000000,Danonino Mango,$0.00,$5.50,$0.00,0,0,Danone
7501030000000,Danonino Maxi,$2.00,$3.00,$0.00,6,0,Danone
7501030000000,Danop Fresa,$0.00,$7.50,$0.00,0,0,Danone
7501030000000,Danup 495g Fresa,$8.50,$13.00,$0.00,0,0,Danone
7501030000000,Danup Pi�a 220g,$7.00,$8.50,$0.00,4,0,Danone
7501030000000,Danup Pi�a Coco,$0.00,$7.50,$0.00,0,0,Danone
7501030000000,Danup Pi�acoco 250Gr,$6.00,$7.50,$0.00,1,0,Danone
7501030000000,Decanelas,$0.00,$8.00,$0.00,3,0,Marinela
7501030000000,Decanelas 83g,$0.00,$8.00,$0.00,0,0,Tienda
7501060000000,Delaware 600ml,$0.00,$9.00,$0.00,7,0,- Sin Departamento -
75037048,Delicados,$0.00,$30.00,$0.00,0,0,vino
75047092,Delicados 24�s,$0.00,$40.00,$0.00,11,0,Tienda
7501030000000,Delicias 130g,$0.00,$10.00,$0.00,2,0,Marinela
7501000000000,Delicias 145g,$0.00,$10.00,$0.00,1,0,Gamesa
7501000000000,Delicias 215g,$0.00,$13.00,$0.00,2,0,Tienda
7501030000000,Deliciosas,$0.00,$15.00,$0.00,0,0,- Sin Departamento -
7501030000000,Deliciosas 180g,$9.50,$12.00,$0.00,0,0,Marinela
7501030000000,Deliciosas 300g,$13.00,$17.00,$0.00,0,0,Marinela
7501030000000,Deliciosas 75g,$5.50,$7.00,$0.00,2,0,Marinela
7501030000000,Deliciosas Choco Chipas 230g},$13.00,$15.00,$0.00,1,0,Marinela
7501030000000,Deliciosas Coco 130g,$0.00,$12.00,$0.00,1,0,Tienda
7501030000000,Delisiosas Choco Chispas 130g,$0.00,$10.00,$0.00,1,0,Tienda
7502240000000,Derma Care Guante De Latex 7- 7 1/2,$12.00,$16.00,$0.00,8,0,Tienda
7502240000000,Derma Care Guante De Latex 8- 8 1/2,$12.00,$16.00,$0.00,1,0,Tienda
7502240000000,Derma Care Guante De Latex Ch,$12.00,$16.00,$0.00,1,0,- Sin Departamento -
7791290000000,Desod Axe 160ml,$0.00,$39.00,$0.00,0,0,Tienda
7791290000000,Desod Axe Aerosol 160ml,$0.00,$39.00,$0.00,1,0,Tienda
7791290000000,Desod Axe Aerosol 160ml,$0.00,$39.00,$0.00,1,0,Tienda
7791290000000,Desod Axe Aerosol 160ml,$0.00,$55.00,$0.00,1,0,Tienda
7791290000000,Desod Axe Aerosol 160ml,$0.00,$55.00,$0.00,1,0,Tienda
7791290000000,Desod Axe Aerosol 160ml,$0.00,$55.00,$0.00,2,0,Tienda
78009233,DesodAxe Barra Cab54g,$0.00,$40.00,$0.00,1,0,Tienda
7791290000000,DesodAxe Spray 160ml,$0.00,$55.00,$0.00,1,0,Tienda
7791290000000,DesodAxe Spray Fusi160m,$0.00,$55.00,$0.00,1,0,Tienda
7791290000000,DesodRexona Spray 175 Ml,$0.00,$45.00,$0.00,2,0,Tienda
7791290000000,DesodRexona Spray 175ml,$0.00,$45.00,$0.00,2,0,Tienda
7509550000000,Det Axion 900,$18.00,$24.00,$24.00,5,0,Detergentes
7501030000000,Dnas Tubo,$11.00,$15.00,$0.00,0,0,Bimbo
7501030000000,Dnnup Freza Grand 350g,$9.00,$11.00,$0.00,1,0,Danone
7501050000000,Dolores Atun Agua,$10.00,$13.00,$0.00,98,0,Tienda
7501000000000,Don Pedro Clasico 1lt,$132.00,$165.00,$0.00,1,0,vino
7501030000000,Donas,$0.00,$10.00,$0.00,0,0,Bimbo
7501030000000,Donas 6pz,$0.00,$13.00,$0.00,2,0,Bimbo
7501000000000,Donas Bimbo 105g,$8.00,$10.00,$0.00,3,0,Bimbo
7501030000000,Donas Glaceadas,$0.00,$6.00,$0.00,1,0,Bimbo
7501030000000,Donas Mi,$0.00,$12.00,$0.00,0,0,Bimbo
7501000000000,Donitas Bimbo Espolvorea,$0.00,$12.00,$0.00,2,0,Bimbo
7501010000000,Doritos,$0.00,$8.00,$0.00,0,0,Sabritas
7501010000000,Doritos 3D,$0.00,$10.00,$0.00,5,0,Sabritas
7501010000000,Doritos 3D Nacho A Chico,$0.00,$9.00,$0.00,5,0,Sabritas
7501010000000,Doritos Dinamita,$0.00,$8.00,$0.00,0,0,Sabritas
7501010000000,Doritos Enchilado I Chic,$6.50,$10.00,$0.00,4,0,Sabritas
7501010000000,Doritos Flamin Hot L,$6.50,$10.00,$0.00,4,0,Sabritas
7501010000000,Doritos Hardcore,$0.00,$8.00,$0.00,0,0,Sabritas
7501010000000,Doritos Hardoor,$0.00,$8.00,$0.00,4,0,Tienda
7501010000000,Doritos Infierno 58g,$6.50,$8.00,$0.00,6,0,Sabritas
7501010000000,Doritos Nacho 155g,$0.00,$23.00,$0.00,2,0,Sabritas
7501010000000,Doritos Nacho Atrevido Ch,$6.50,$10.00,$0.00,12,0,Sabritas
7501010000000,Doritos Pizza Intensa Ch,$6.50,$10.00,$0.00,4,0,Sabritas
7501010000000,Doritos incgnita Chicos,$6.50,$10.00,$0.00,3,0,Sabritas
78928503,Dove,$0.00,$32.50,$0.00,0,0,Tienda
78924482,Dove,$25.00,$32.50,$0.00,0,0,Tienda
78924468,Dove,$25.00,$32.50,$0.00,0,0,Tienda
7506170000000,Dove Min Lata,$44.00,$57.00,$0.00,0,0,Tienda
7501000000000,Downy 450ml,$0.00,$12.00,$0.00,3,0,Detergentes
7501000000000,Downy 850ml Elegance,$17.00,$21.50,$0.00,4,0,Detergentes
7501070000000,Downy 850ml Tango,$20.00,$20.00,$0.00,0,0,Detergentes
7506200000000,Downy Azul,$14.00,$18.00,$18.00,0,0,Detergentes
7501000000000,Downy Libre Enj850ml,$16.00,$20.00,$20.00,4,0,Detergentes
7501000000000,Downy Libre Enj850ml,$15.50,$18.50,$18.50,21,0,Detergentes
7590000000000,Downy Libre Enjuage 850ml,$15.50,$18.50,$0.00,3,0,Tienda
7506310000000,Downy Naturals 800ml,$13.00,$17.00,$0.00,12,0,Detergentes
7506200000000,Downy Rosa,$0.00,$21.50,$0.00,3,0,Detergentes
7506310000000,Downy Stopables,$52.00,$68.00,$68.00,0,0,Tienda
7506310000000,Downy stopables,$52.00,$68.00,$68.00,0,0,Tienda
724869000000,Drums,$1.50,$3.00,$0.00,0,0,- Sin Departamento -
840004000000,Dulce Angri Birds,$4.00,$5.00,$0.00,10,0,Dulces
840004000000,Dulce L Angri Birds,$3.50,$4.50,$0.00,11,0,Dulces
7501030000000,Duo Canelitas Polvorones,$0.00,$10.00,$0.00,0,0,- Sin Departamento -
7501060000000,Durazno,$0.00,$7.00,$0.00,0,0,Alpura
7501730000000,Duraznos En Almibar,$22.00,$28.00,$28.00,0,0,Tienda
823704000000,Duraznos En Almibar Maxima,$26.00,$33.50,$0.00,8,0,Tienda
2526719,Duvalin,$1.00,$2.00,$2.00,0,0,Dulces
2520609,Duvalin,$0.00,$2.50,$0.00,11,0,Tienda
7501030000000,Eficaz Pinol,$0.00,$28.00,$0.00,0,0,Detergentes
7506190000000,Ego Gel,$0.00,$10.00,$0.00,0,0,Tienda
7501020000000,Elote Costea 220g,$7.00,$9.50,$8.00,2,0,Tienda
7501020000000,Elote Dorado 410g,$9.00,$14.00,$15.00,5,0,Tienda
759687000000,Elote Vero 16g,$0.00,$1.50,$0.00,11,0,Tienda
7501000000000,Emperador  Vainilla101g,$7.00,$10.00,$0.00,1,0,Gamesa
7501000000000,Emperador Chocolate101g,$7.00,$10.00,$0.00,3,0,Gamesa
7501000000000,Emperador Combinado,$0.00,$10.00,$0.00,2,0,Tienda
7500480000000,Emperador Grand 180,$19.00,$23.00,$0.00,1,0,Gamesa
7501000000000,Emperador NUEZ,$7.00,$10.00,$0.00,0,0,Gamesa
7500480000000,Emperador Nocturno 101g,$0.00,$10.00,$0.00,3,0,Gamesa
7501000000000,Emperador Paqueton,$0.00,$19.00,$0.00,1,0,Gamesa
7501000000000,Emperador Piruetas 101g,$7.00,$10.00,$0.00,3,0,Gamesa
7501000000000,Emperador Senzo,$7.00,$10.00,$0.00,3,0,Gamesa
7501000000000,Emperador Zentro,$0.00,$10.00,$0.00,0,0,- Sin Departamento -
70330617285,Encendedor,$0.00,$15.00,$0.00,0,0,- Sin Departamento -
3086120000000,Encendedor,$0.00,$12.00,$0.00,0,0,Tienda
70330905191,Encendedor Bic,$0.00,$10.00,$0.00,5,0,Tienda
